Sl_No,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material_Involved,Movement_Type,History
513,AS/NC/83C16/2009-10/AS-3,Assam,Dima Hasao,Jatinga-Longrangajao slide,Between Jatinga and Longrangajao Railway stations (Chainage:120.100 km to 120.400 km),25.124583,92.989111,Debris,Slide,
514,AS/DIM/83G07/2017/52,Assam,Dima Hasao,Kepre-Koladisa-Prasadimdik  slide No.8,Kepre-Koladisa-Prasadimdik   road section,25.453167,93.394667,Soil,Slide,
515,ASM/NAG/83B08/2017/09,Assam,Nagaon,Amsoi-Amtrang road slide No.9,Amsoi- Amtrang road,26.102667,92.441639,Rock cum Debris,Slide,
516,ASM/KMP/78N16/2017/06,Assam,Kamrup (Metro),Bonda-Hajongdisa slide,Tuinang colony,26.18842,91.85125,Earth,Slide,
517,AS/KAM/78N16/2015/79,Assam,Kamrup,10th mile,"10th mile, Khanapara",26.102944,91.862111,Debris,Slide,
518,AS/DIM/83C16/2017/32,Assam,Dima Hasao,Jatinga Lampur sinking zone.,NH54,25.11297,92.95433,Soil,Slide,
519,ASM/DH/83G4/2016/06,Assam,Dima Hasao,G. C. Langthasa High school slide,"Near Mahadev Tila, Haflong",25.156694,93.017667,Debris,Slide,
520,AS/KAM/78O5/2020/1,Assam,Kamrup (Rural),Khaksi Sikrabura slide,Boko-Baghmara road,25.95,91.28,Debris,Slide,
521,AS/KAM/78N16/2014/01,Assam,Kamrup,Batahghuli,"Punjabari, Guwahati",26.13222,91.83972,Rock,Fall,
522,ASM/WKA/83C09/2016/25,Assam,West Karbi Anglong,NW of Umrasi,"SH-18, Hamren-Umpu road",25.79939,92.52653,Earth,Slide,
523,AS/HKN/83D10/2020/3,Assam,Hailakandi,Dinanathpur slide,Dinanathpur,24.52,92.53,Debris,Slide,
524,AS/DIM/83G07/2017/54,Assam,Dima Hasao,Kepre-Koladisa-Prasadimdik  slide No.10,Kepre-Koladisa-Prasadimdik   road section,25.446056,93.408583,Debris,Slide,
525,AS/DIM/83C16/2017/25,Assam,Dima Hasao,Bandarkhal9,NH54,25.047417,92.793389,Debris,Slide,
526,AS/KAR/83G05/2017/2,Assam,Karbi Anglong,Panbari,DiphuDhansiri road,25.83128,93.45257,Soil cum debris,Slide,
527,AS/KAR/83F03/2018/1,Assam,Karbi Anglong,Bhelughat Slide,Waterfall road,26.323083,93.093167,Soil,Slide,
528,AS/KAM/78N16/2015/88,Assam,Kamrup,Lechubagan,"Lechubagan, Udaynagar, Japorigog Hill, Kamrup",26.155,91.798167,Debris,Slide,
529,AS/HKN/83D10/2020/5,Assam,Hailakandi,Barthal slide,Bilaipur,24.51,92.71,Debris,Slide,
530,AS/JOR/83J06/2020/19,Assam,Jorhat, ,NH702D,26.56,94.36,Debris,Slide,
531,ASM/NAG/83B08/2017/13,Assam,Nagaon,Amsoi-Amtrang road slide No.13,"~500 meter North of Garampani, Amsoi- Amtrang road",26.098222,92.439389,Rock,Slide,
532,AS/CHR/83D09/2020/4,Assam,Cachar,Narainchara grant slide,Narainchara grant,24.97,92.72,Debris,Slide,
533,AS/HKN/83D07/2020/1,Assam,Hailakandi,Maneshwarpur landslide,Maneshwarpur,24.48,92.49,Debris,Slide,
534,AS/KAR/83G09/2017/6,Assam,Karbi Anglong,Hafjan Kidingpur1,DhansiriChiru Timung road,25.85498,93.56638,Debris,Slide,
535, ,Assam,Hailakandi,,,24.70364,92.64681,,,02.6.2020
536,ASM/NAG/83B08/2017/01,Assam,Nagaon,Amsoi- Amtrang road slide No.1,"~1.2 Km East of Rongphigaon, Amsoi- Amtrang road",26.119417,92.439972,Earth,Slide,
537,AS/DIM/83G07/2017/30,Assam,Dima Hasao,Nobdi Langting-Phath slide.,Nobdi Langting-Phath road section,25.398083,93.297528,Soil,Slide,
538,SM/HAI/83D10/2016/04,Assam,Hailakandi,Terracherra Slide, ,24.47897,92.68286,Earth,Slide,
539,AS/KAM/78N16/2015/80,Assam,Kamrup,Kamarkuchi,"Between Jorabat and Kamarkuchi, NH-37",26.110944,91.887917,Earth,Slide,
540,AS/DIM/83G4/2015/40,Assam,Dima Hasao,Asalu-3,"Asalu,SH",25.19,93.191,Earth,Slide,
541,ASM/WKA/83C09/2016/38,Assam,West Karbi Anglong,N of Tarang,Pangyatiso-Derajuri-Kolonga road,25.81806,92.74872,Earth,Slide,
542,AS/CAC/83C4/2016/74,Assam,Cachar,0.39 km N of Malidhar,NH44,25.031431,92.463231,Debris,Slide,
543,AS/KAR/83G05/2017/14,Assam,Karbi Anglong,Dharamnala1,Diphu,25.84152,93.45138,Soil,Slide,
544,ASM/WKA/83C09/2016/37,Assam,West Karbi Anglong,Derajuri-2,Pangyatiso-Derajuri-Kolonga road,25.81678,92.71878,Earth,Slide,
545,AS/KAR/83G05/2017/16,Assam,Karbi Anglong,Dharamnala2,Diphu,25.84267,93.45244,Soil cum debris,Slide,
546,ASM/WKA/83B08/2017/40,Assam,West Karbi Anglong,Nellie-Umswai road slide No.6,Nellie - Umpanai-Umswai road,26.012,92.264167,Debris,Slide,
547,AS/DIM/83G07/2017/51,Assam,Dima Hasao,Kepre-Koladisa-Prasadimdik slide No.7,Kepre-Koladisa-Prasadimdik   road section,25.462361,93.384306,Debris,Slide,
548, ,Assam,Udalguri,,,26.89074,92.12068,,,"As   per   the   multi   temporal   images   of   satellite imageries,  the  landslides  had  occurred  in  the  year 2013    &    subsequent    reactivation    due    to    the earthquake on 28/04/2021."
549,AS/DIM/83G2/2015/07,Assam,Dima Hasao, ,"NH 54, near Langting, Dima Hasao (NC Hills)",25.50669,93.10536,Debris,Slide,
550,AS/NAG/83F02/2018/2,Assam,Nagaon,Amguri tea garden slide.,Amguri.,26.56252,93.05658,Soil,Slide,
551,AS/KAR/83G09/2017/9,Assam,Karbi Anglong,Hafjan Kidingpur4,DhansiriChiru Timung road,25.85072,93.56682,Debris,Slide,
552,ASM/KMP/78N16/2017/07,Assam,Kamrup (Metro),Bonda colony slide no. 1,"Babubasti-Panikhaiti road section/Bonda colony, Amgaon",26.37456,91.84561,Earth,Slide,
553,AS/CAC/83D10/2009-10/AS-1,Assam,Cachar,Paglanala slide,Paglagaon (near Mursabarti) under Baghbahar GP part 3,24.57025,92.685,Debris,Slide,
554,MEG/WJH/83C4/2016/45,Assam,Cachar,2 km E of Rathacherra,NH44 (near to weight bridge),25.037203,92.450339,Debris,Slide,
555,AS/DIM/83C16/2018/27,Assam,Cachar,Lowajuri,NH53,24.795892,93.045425,Debris,Slide,
556,ASM/WKA/83C09/2016/17,Assam,West Karbi Anglong,N of Rongkhong-3,"SH-18, Hamren-Umpu road",25.81236,92.55156,Earth,Slide,
557,ASM/DH/83G4/2016/16,Assam,Dima Hasao,"Vidya Mandir, Boro Haflong-2","Boro Haflong, Haflong",25.145861,93.024194,Rock cum Debris,Slide,
558,AS/KAM/83B4/2015/96,Assam,Kamrup,Gharara-3,"Gharara-3, Kamrup",26.083972,92.14525,Debris,Slide,
559,AS/KAR/83F03/2018/7,Assam,Karbi Anglong,Bhelughat-Bisarpur Terongaon road slide,Bhelughat-Bisarpur Terongaon road,26.339833,93.099972,Debris,Slide,
560,ASM/DH/83G4/2016/03,Assam,Dima Hasao,Heuwangberam subsidence zone-1,"NH 54, Heuwangberam",25.207389,93.122778,Debris,Subsidence,
561,AS/DH/83C16/2018/002,Assam,Dima Hasao,Jatinga Lampur landslide.,Between Jatinga Lampur Railway Station and Harangajao Railway Station.,25.146306,93.942167,Debris,Slide,
562,AS/DIH/83G08/2020/5,Assam,Dima Hasao, ,Laisong bazar to Chhota Laisong road,25.24,93.27,Debris,Slide,
563,AS/KAR/83F11/2018/2,Assam,Karbi Anglong,Nahor Langso-2,Daigurung road,26.3466,93.7356,Soil,Slide,
564,AS/KAM/78N16/2015/87,Assam,Kamrup,Tanduk,"Tanduk, Kamrup",26.050286,91.880072,Debris,Slide,
565,AS/DIM/83G07/2017/17,Assam,Dima Hasao,Nkio-Prasadimdik slide No.7,Nkio-Prasadimdik road section.,25.443972,93.422778,Debris,Slide,
566,ASM/WKA/83C09/2016/13,Assam,West Karbi Anglong,S of Ambinong-3,"SH-18, Hamren-Umpu road",25.822458,92.546381,Debris,Slide,
567,AS/HKN/83D07/2020/2,Assam,Hailakandi,Kukinala slide,Kukinala,24.27,92.5,Debris,Slide,
568,AS/DIM/83G2/2015/04,Assam,Dima Hasao, ,"NH 54, about 1.5 km West of Purana Dibolong",25.61092,93.09178,Debris,Slide,
569,AS/KAM/78N16/2015/69,Assam,Kamrup,"Jorabat, Khanapara",NH-37,26.099975,91.876625,Earth,Slide,
570,AS/HKN/83D10/2020/6,Assam,Hailakandi,Nandagram slide,Nandagram Pt. I,24.32,92.51,Debris,Slide,
571,ASM/DIM/83C15/2017/07,Assam,Dima Hasao,Dehangi Slide,Near Dehangi village,25.443082,92.989873,Earth,Slide,
572,ASM/DH/83G4/2016/22,Assam,Dima Hasao,Heuwangaberam-3,"Heuwangaberam village, Mahur",25.193083,93.120417,Earth,Slide,
573,AS/HKN/83D10/2020/9,Assam,Hailakandi,Purbanakshatila slide 1,Purbanakshatila,24.55,92.75,Debris,Slide,
574,AS/DIM/83G07/2017/20,Assam,Dima Hasao,Nutan Hajong-Nablaidisa slide No.2,Nutan Hajong-Nablaidisa road section.,25.369972,93.260306,Rock cum debris,Slide,
575,ASM/WKA/83C09/2016/36,Assam,West Karbi Anglong,Derajuri-1,Pangyatiso-Derajuri-Kolonga road,25.81689,92.71744,Earth,Slide,
576,ASM/KMP/78N16/2017/08,Assam,Kamrup (Metro),Bonda colony slide no. 2,"Babubasti-Panikhaiti road section/Bonda colony, Amgaon",26.19081,91.84528,Earth,Slide,
577,AS/DIM/83G07/2017/46,Assam,Dima Hasao,Kepre-Koladisa-Prasadimdik  slide No.2,Kepre-Koladisa-Prasadimdik   road section,25.449056,93.370861,Debris,Slide,
578,AS/JOR/83J06/2020/16,Assam,Jorhat, ,NH702D,26.58,94.35,Earth,Slide,
579,AS/KAR/83F08/2018/5,Assam,Karbi Anglong,Pinghat Rangpigaon Slide No. 2,Pinghat Rangpigaon,26.3287,93.269194,Soil,Slide,
580,AS/DIM/83G2/2015/10,Assam,Dima Hasao, ,"Manderdisa Daolapur 3, Dima Hasao",25.72486,93.131083,Debris,Slide,
581,AS/KAR/83F07/2018/2,Assam,Karbi Anglong,Rongar-eh Slide No. 2,Rongar-eh - Pinghat Rangpigaon - Tiabergaon Road Section,26.314847,93.256125,Debris,Slide,
582,AS/KAR/83F15/2018/4,Assam,Karbi Anglong,Langsothedong slide,Langsothedong,26.35622,93.77941,Debris,Slide,
583,AS/JOR/83J06/2020/12,Assam,Jorhat, ,Mariani-Chanki Rd,26.6,94.35,Earth,Slide,
584,ASM/WKA/83C09/2016/5,Assam,West Karbi Anglong,Hamren-1,"SH-18, Hamren road",25.86958,92.59411,Rock cum Debris,Slide,
585,AS/CHR/83D13/2020/9,Assam,Cachar,Haticherra slide,"NH-27(Old NH-54E, Silchar-Lumding road)",24.93,92.84,Debris,Slide,
586,ASM/DIM/83C15/2017/04,Assam,Dima Hasao,Kobak,New Sangbar-Kobak Road,25.290089,92.799175,Debris cum earth,Slide,
587,ASM/WKA/83C09/2016/15,Assam,West Karbi Anglong,N of Rongkhong-1,"SH-18, Hamren-Umpu road",25.81542,92.5535,Debris,Slide,
588,AS/KAM/78N16/2015/71,Assam,Kamrup,Datapara,"Datapara, Phatasil Hill",26.121056,91.716389,Rock cum Debris,Slide,
589,AS/DIM/83C16/2017/05,Assam,Dima Hasao,Robi Nala Slide,MichiduiHaflong road,25.216881,92.982245,Debris,Slide,
590,AS/KAR/83F03/2018/8,Assam,Karbi Anglong,Anjukpani- Dumroi road slide,Anjukpani- Dumroi road,26.483278,93.181306,Debris,Slide,
591,AS/CHR/83C12/2020/3,Assam,Cachar,Ekala Basti slide,Ekala Basti (Railway line),24.98,92.72,Debris,Slide,
