lon,lat,elevation_m,slope_deg,aspect_deg,distance_to_stream_m,landcover_class,soil_erodibility_k,rusle_ls_factor,rusle_c_factor,rainfall_erosivity_r,soil_loss_tha_yr,label
94.505778,24.806417,1131.185,26.576,67.621,919.266,10,0.127,9.076,0.001,1179.909,1.355,1
93.459722,24.751222,455.328,36.66,188.315,208.709,10,0.127,27.047,0.001,1317.885,4.534,1
94.552028,24.81425,1033.0,31.672,15.281,561.577,10,0.128,14.747,0.001,1213.702,2.291,1
94.464944,24.91475,1879.043,28.748,39.044,532.104,10,0.124,17.362,0.001,917.234,1.98,1
94.552028,25.466528,1251.889,28.747,34.969,756.55,10,0.13,22.908,0.001,1057.66,3.171,1
93.724083,24.79825,853.457,36.39,31.279,83.483,10,0.124,13.1,0.001,880.644,1.434,1
94.522556,25.181806,1352.78,32.077,18.183,29.516,10,0.13,17.602,0.001,937.433,2.16,1
93.736222,25.163528,752.716,25.165,125.765,278.452,30,0.121,13.185,0.05,914.441,73.167,1
93.45875,24.764917,480.796,28.438,148.53,158.948,30,0.128,12.989,0.05,1346.346,111.48,1
93.680433,24.534017,1010.21,36.187,101.337,206.611,30,0.128,13.018,0.05,757.908,63.42,1
93.14,24.32,704.623,30.392,32.413,488.574,10,0.131,16.526,0.001,1208.069,2.607,1
94.4095,25.020361,1791.62,13.731,215.894,649.349,10,0.126,3.982,0.001,893.082,0.449,1
93.739886,25.168928,774.622,33.067,174.305,280.012,30,0.122,22.366,0.05,907.174,123.345,1
94.398786,24.796417,1371.772,20.822,110.933,630.977,10,0.129,6.731,0.001,1196.899,1.042,1
94.07,23.95,1013.773,14.765,9.986,186.675,10,0.126,11.042,0.05,1468.653,102.109,1
93.703972,25.162583,875.575,17.587,124.335,29.516,30,0.122,9.488,0.001,917.674,1.066,1
94.162639,24.982917,1234.841,19.268,14.032,690.948,10,0.126,6.11,0.001,650.335,0.499,1
94.224944,24.839722,1188.967,34.714,207.275,125.225,10,0.128,12.421,0.001,803.228,1.271,1
93.647528,25.117806,1217.849,28.11,336.989,384.84,10,0.124,24.546,0.001,1055.149,3.209,1
94.551028,25.049,1787.516,13.43,136.248,752.509,10,0.127,3.871,0.001,1026.316,0.505,1
93.457139,24.775972,535.708,28.975,254.829,475.929,10,0.125,17.525,0.001,1359.37,2.988,1
93.731514,24.965053,1823.9,34.164,249.876,784.255,10,0.123,12.197,0.001,963.624,1.454,1
93.13,24.73,24.706,0.136,196.599,29.516,40,0.128,0.025,0.05,1456.404,0.236,1
94.2,24.2,709.041,17.259,132.596,491.242,10,0.129,12.226,0.001,1343.58,2.11,1
94.460722,25.099194,2277.035,28.791,159.531,319.263,10,0.126,9.989,0.001,883.689,1.101,1
94.220711,25.350061,1722.17,26.894,14.532,411.108,10,0.123,9.207,0.001,890.26,1.006,1
94.457028,25.389639,1554.765,16.286,334.312,622.637,10,0.127,12.504,0.001,857.47,1.36,1
93.731306,25.161694,724.098,32.386,182.494,93.337,10,0.122,27.621,0.001,917.064,3.1,1
93.29,24.13,1030.88,20.841,340.379,388.22,10,0.129,16.228,0.001,959.589,2.011,1
93.67,24.35,1084.678,30.787,124.991,694.72,30,0.128,14.267,0.05,705.405,64.701,1
94.503639,25.08325,1682.747,27.444,182.386,665.908,10,0.127,20.546,0.001,906.219,2.388,1
93.524917,24.984722,1148.826,21.358,285.324,290.697,10,0.121,17.563,0.001,1161.411,2.461,1
94.368466,24.808874,1567.341,36.185,54.52,619.833,10,0.127,22.664,0.001,1124.003,3.242,1
93.51,24.35,936.903,22.461,273.831,476.843,10,0.133,7.393,0.001,974.953,0.957,1
94.522944,25.095611,1534.235,33.754,112.375,401.459,30,0.129,12.029,0.05,941.382,73.051,1
94.555139,25.050694,1711.567,36.41,143.6,593.995,10,0.129,33.14,0.001,1022.767,4.353,1
93.703222,25.156833,900.201,27.675,182.708,295.158,30,0.121,14.788,0.05,924.752,82.381,1
93.91,24.11,1212.321,20.568,143.865,177.095,10,0.129,11.542,0.05,787.106,58.78,1
94.253445,24.677303,968.673,29.178,71.724,236.127,10,0.129,25.66,0.001,922.625,3.045,1
94.544528,25.485861,913.684,29.166,208.514,397.095,30,0.127,13.385,0.05,1057.66,89.8,1
93.66,24.35,1176.768,7.936,291.928,560.801,10,0.131,1.969,0.001,713.106,0.184,1
94.2605,24.686833,1363.941,25.617,232.497,755.974,10,0.126,21.951,0.001,934.812,2.602,1
93.4975,24.99306,1196.854,16.391,299.791,1002.236,50,0.135,4.986,0.01,1177.67,8.15,1
94.264253,24.684625,1410.99,37.255,202.505,926.346,10,0.128,33.999,0.001,945.378,4.116,1
94.440417,25.128194,1842.414,20.188,304.234,383.706,10,0.128,16.375,0.001,873.107,1.836,1
94.01,24.14,1140.815,23.771,13.065,333.934,10,0.13,7.926,0.001,931.885,0.956,1
94.096483,24.2504,1051.155,25.155,146.328,802.918,10,0.127,8.492,0.001,983.196,1.064,1
94.084694,25.417653,1531.716,29.434,225.178,355.418,10,0.124,19.521,0.001,881.96,2.137,1
93.730361,25.161667,726.651,19.842,161.964,29.516,10,0.122,16.026,0.001,917.132,1.803,1
94.176806,24.417667,1341.849,34.331,334.842,620.535,10,0.127,16.183,0.001,1024.846,2.103,1
94.473616,24.957209,1897.388,23.888,300.164,597.65,10,0.127,10.521,0.001,986.184,1.317,1
94.11,24.19,1351.984,30.32,201.743,801.832,30,0.129,23.129,0.001,1055.723,3.163,1
94.526639,25.332083,1155.104,24.683,44.926,236.127,30,0.131,14.449,0.001,857.47,1.63,1
94.522528,25.094333,1540.835,36.381,124.266,417.417,30,0.129,22.802,0.05,940.024,138.534,1
94.354611,25.16525,1704.621,17.232,52.974,532.104,10,0.128,13.34,0.001,800.37,1.36,1
